;;;;;;;
;;;;;;;
;;;;;;;
Код;Наименование товара;;"Страна-
производитель";"Цена за ед.
изм.";"Код 
валюты";Фасовка;"Ед. 
изм."
;;;;;;;
;Мясо;;;;;;
;Говядина премиальная;;;;;;
;Мраморная говядина зернового откорма свежемороженая;;;;;;
;Толстый край зачищенный Cube Roll зернового откорма свежемороженный;;;;;;
СИ-00001758;"БЛИНЧИКИ с мясом ""Французские"" фас. 4 кг с/м, Мириталь, Россия";;Россия;647;РУБ;кор (1 шт);шт
СИ-00001759;"Блинчики с творожной начинкой ""Французские"" фас. 4 кг с/м, Мириталь, Россия";;Россия;631;РУБ;кор (1 шт);шт
УТ-00008162;"Блинчики с яблоком ""Французские"" фас. 4 кг с/м, Мириталь, Россия";;Россия;543;РУБ;кор (1 шт);шт
СИ-00002611;"Пельмени ""Маляффки"" 700 г, Продукты кубани, Россия, Россия";;Россия;127;РУБ;кор (7 шт);шт
СИ-00002602;"Пельмени ""Ярмарка"" 800 г, Продукты кубани, Россия";;Россия;148;РУБ;кор (7 шт);шт
СИ-00000387;ПЕЛЬМЕНИ 10 кг/кор, Россия;;Россия;3 978;РУБ;кор (1 шт);шт
СИ-00002340;ПЕЛЬМЕНИ с курицей 10 кг/кор, Россия;;Россия;2 971;РУБ;кор (1 шт);шт
СИ-00002094;Сырники 3,5кг, Мираторг, Россия;;Россия;1 265;РУБ;кор (1 шт);шт
УТ-00007074;СЫРНИКИ 7 кг, 103575, Mr. Food, Россия;;Россия;3 181;РУБ;кор (1 шт);шт
;Полуфабрикаты из мяса и птицы;;;;;;
;Полуфабрикаты;;;;;;
СИ-00002560;Бургер из мраморной говядины Классический 900гр, Мираторг, Россия;;Россия;449;РУБ;кор (4 шт);шт
СИ-00002603;Котлеты куриные для гамбургеров в панировке ~ 5 кг с/м, Эко-Ферма, Россия;;Россия;451;РУБ;кор (5 кг);кг
СП-00003401;"Полуфабрикат Котлеты из мраморной говядины для гамбургера ""120/120 г"" 7 кг с/м, Мясной клуб, Россия";;Россия;465;РУБ;кор (7 кг);кг
СП-00003402;"Полуфабрикат Котлеты из мраморной говядины для гамбургера ""120/150 г"" 8 кг с/м, Мясной клуб, Россия";;Россия;486;РУБ;кор (8 кг);кг
;Фарш;;;;;;
СП-00003403;Баранина фарш в/у ~2 кг с/м, Мясной клуб, Россия;;Россия;655;РУБ;кор (12 кг);кг
СИ-00002546;Говядина фарш из мраморной говядины 80% в/у 2 кг с/м, 1010024503, Мираторг, Россия;;Россия;1 024;РУБ;кор (4 шт);шт
УТ-00014966;Говядина фарш из мраморной говядины в/у ~5 кг с/м, Мясной клуб, Россия;;Россия;471;РУБ;кор (15 кг);кг
УТ-00007297;"Цыпленок фарш ""Особенный"" с/м, Байсад, Россия";;Россия;132;РУБ;кор (12 кг);кг
;Полуфабрикаты из птицы;;;;;;
УТ-00021183;"Полуфабрикат ""Крыло плечевая часть"" запеченная 2 кг с/м, SERVOLUX PROFESSIONAL, Республика Беларусь";;Республика Беларусь;800;РУБ;кор (6 шт);шт
УТ-00017903;"Полуфабрикат Крылья куриные острые ""Баффало"" пакет 1 кг с/м, 1010744436, ПЕТЕЛИНКА, Россия";;Россия;389;РУБ;кор (8 шт);шт
УТ-00018218;"Полуфабрикат Наггетсы ""Аппетитные"" куриные запеченные рубленые в панировке пакет 2 кг с/м, SERVOLUX PROFESSIONAL, Республика Беларусь";;Республика Беларусь;523;РУБ;кор (5 шт)  кор (6 шт);шт
УТ-00018425;"Полуфабрикат Наггетсы ""Темпурные"" куриные запеченные рубленые в темпуре пакет 2 кг с/м, SERVOLUX PROFESSIONAL, Республика Беларусь";;Республика Беларусь;703;РУБ;кор (6 шт);шт
УТ-00017431;"Полуфабрикат Наггетсы ""Традиционные"" куриные запеченные в панировке пакет 1,115 кг с/м, 1010705980, Компас Фудс, Россия";;Россия;371;РУБ;кор (15 шт);шт
УТ-00015627;"Полуфабрикат Наггетсы ""Хрустящие"" куриные запеченные рубленые в панировке пакет 2 кг с/м, SERVOLUX PROFESSIONAL, Республика Беларусь";;Республика Беларусь;662;РУБ;кор (6 шт)  кор (8 шт);шт
УТ-00018305;"Стрипсы куриные ""Strips Оригинальные"" пакет 1,115 кг с/м, 1010709080, Компас Фудс, Россия";;Россия;405;РУБ;кор (15 шт);шт
УТ-00017951;"Стрипсы куриные ""Strips формованные"" пакет 990 г с/м, 1010705680, Компас Фудс, Россия";;Россия;283;РУБ;кор (16 шт);шт
;Сырные полуфабрикаты;;;;;;
УТ-00015434;"Медальоны сырные ""Моцарелла"" в панировке 1кг, ФРОСТ-А, Россия";;Россия;524;РУБ;кор (10 шт);шт
УТ-00013751;"Палочки сырные ""Моцарелла"" в панировке 1кг, ФРОСТ-А, Россия";;Россия;488;РУБ;кор (10 шт);шт
;Растительный белок;;;;;;
УТ-00018650;Котлеты растительные ХАЙБУРГЕР для бургера 130 г 10шт/уп с/м ЭФКО, 45006, HI, Россия;;Россия;701;РУБ;кор (4 уп)  кор (4 шт);уп
УТ-00018651;Полуфабрикат растительный ХАЙГЕТСЫ 1 кг с/м ЭФКО, 45023, HI, Россия;;Россия;246;РУБ;кор (4 шт);шт
;;;;;;;
;Кондитерские ингредиенты;;;;;;
;Кондитерские сливки;;;;;;
УТ-00021166;Сливки-крем 25% 1 л, Sorbon, Иран;;Иран;221;РУБ;кор (12 шт);шт
УТ-00002987;"Сливки-крем 27% 1 л ""Шантипак"", 4104831, Puratos, Россия";;Россия;275;РУБ;кор (12 шт);шт
;Смеси для кремов;;;;;;
СИ-00002642;"Смесь для заварного крема ""Кремико"" 15 кг, Puratos, Россия";;Россия;7 337;РУБ;кор (1 шт);шт
;Шоколад и шоколадная глазурь;;;;;;
УТ-00008799;Глазурь шоколадная белая в дисках 2,5 кг, W, PATISSIER, Сингапур;;Сингапур;1 749;РУБ;кор (6 шт);шт
УТ-00016975;Глазурь шоколадная молочная в дисках 2,5 кг, M, PATISSIER, Сингапур;;Сингапур;1 591;РУБ;кор (6 шт);шт
УТ-00008788;Глазурь шоколадная темная в дисках 2,5 кг, D, PATISSIER, Сингапур;;Сингапур;1 608;РУБ;кор (6 шт);шт
СИ-00002616;Какао-масло Callebaut NCB-HDO3-654 3кг, Бельгия;;Бельгия;5 700;РУБ;;шт
УТ-00008806;ШОКОЛАД белый кувертюр в дисках 32%, 2,5кг, 32WCV, PATISSIER, Сингапур;;Сингапур;2 282;РУБ;кор (6 шт);шт
УТ-00008787;Шоколад молочный в дисках 36%, 2,5 кг, 36MCH, PATISSIER, Сингапур;;Сингапур;2 108;РУБ;кор (6 шт);шт
УТ-00008802;ШОКОЛАД молочный кувертюр в дисках 40%, 2,5кг, 40MCV, PATISSIER, Сингапур;;Сингапур;2 086;РУБ;кор (6 шт);шт
УТ-00008800;ШОКОЛАД темный кувертюр в дисках 61%, 2,5 кг, 61DCV, PATISSIER, Сингапур;;Сингапур;2 186;РУБ;кор (6 шт);шт
УТ-00008805;ШОКОЛАД темный кувертюр в дисках 74%, 2,5 кг, 74DCV, PATISSIER, Сингапур;;Сингапур;2 272;РУБ;кор (6 шт);шт
УТ-00008786;Шоколад термостабильный темный палочки 44%, 1,6 кг, 8 см, 44DSV, PATISSIER, Сингапур;;Сингапур;1 315;РУБ;кор (12 шт);шт
;Орехи и ореховая мука;;;;;;
УТ-00001671;Миндаль лепестки 0,7-0,9 мм 1 кг, Aydin, Турция;;Турция;738;РУБ;кор (10 шт);шт
УТ-00001674;Миндаль мука мелкая Extra Fine 1 кг, Aydin, Турция;;Турция;757;РУБ;кор (10 шт);шт
;Ароматизаторы и красители;;;;;;
УТ-00003174;"Ванилин кондитерский ""Аромат"" 1,5 г 100 шт/кор, Перцов, Россия";;Россия;525;РУБ;кор (3 шт);шт
СИ-00001567;ВАНИЛИН кондитерский 1 кг, Россия;;Россия;391;РУБ;кор (25 шт);шт
УТ-00016862;Ванилин кондитерский 450 г, Spice Master, Россия;;Россия;288;РУБ;кор (15 шт);шт
СИ-00002581;Краситель пищевой гелевый зеленый 100 мл, Россия;;Россия;183;РУБ;кор (10 шт);шт
СИ-00002579;Краситель пищевой гелевый Ярко-розовый (Красный) 100 мл, Россия;;Россия;184;РУБ;кор (10 шт);шт
;Посыпки и декоры;;;;;;
УТ-00003177;Стружка кокосовая 1 кг, Перцов, Россия;;Россия;397;РУБ;кор (5 шт);шт
;Добавки и улучшители;;;;;;
УТ-00002212;"ДРОЖЖИ хлебопекарные сухие ""Саф-Инстант"" 500 г, LESAFFRE, Россия";;Россия;296;РУБ;кор (20 шт);шт
УТ-00003762;Дрожжи хлебопекарные сухие 100 г, ПАКМАЯ, Турция;;Турция;62;РУБ;кор (40 шт);шт
УТ-00002211;Дрожжи хлебопекарные сухие 11 г, Саф-Момент, Россия;;Россия;17,88;РУБ;кор (1 080 шт);шт
УТ-00001697;ДРОЖЖИ хлебопекарные сухие 500 г, Воронежские, Россия;;Россия;164;РУБ;кор (20 шт);шт
УТ-00004304;ЛИМОННАЯ КИСЛОТА 1 кг, Перцов, Россия;;Россия;250;РУБ;кор (5 шт);шт
УТ-00013905;Мак пищевой 1 кг, VAL'DE Pro, Россия;;Россия;558;РУБ;кор (15 шт);шт
УТ-00003978;РАЗРЫХЛИТЕЛЬ теста 1 кг, Промпоставка-М, Россия;;Россия;232;РУБ;кор (10 шт);шт
СИ-00000021;РАЗРЫХЛИТЕЛЬ теста с улучшителем муки 18 г (50 шт/блок), Перцов, Россия;;Россия;525;РУБ;кор (50 шт);шт
УТ-00002281;Сода пищевая 500 г, Башкирская Содовая Компания, Россия;;Россия;48;РУБ;кор (24 шт);шт
;Стабилизаторы и загустители;;;;;;
УТ-00003176;ЖЕЛАТИН гранулированный 1 кг, Перцов, Россия;;Россия;1 450;РУБ;кор (5 шт);шт
УТ-00001555;Желатин гранулированный 180+ блум 500 г, VAL'DE Pro, Россия;;Россия;945;РУБ;кор (10 шт);шт
УТ-00017106;Желатин листовой Халяль Голд 1 кг 180+ блум, VAL'DE Pro, Россия;;Россия;2 047;РУБ;кор (10 шт)  кор (25 шт);шт
;Готовые начинки (фруктовые, ягодные и т.п.);;;;;;
СИ-00001847;ПОВИДЛО яблочное 20 кг, Россия;;Россия;2 126;РУБ;кор (1 шт);шт
;Смеси для мороженого;;;;;;
СП-00002036;Смесь молочная для коктейля 2,5% 10,8 кг, 159704, Эрманн, Россия;;Россия;1 555;РУБ;кор (2 шт);шт
УТ-00013312;СМЕСЬ молочная для мороженого ультрапаст. 3,5% 11,1 кг, 160001, Эрманн, Россия;;Россия;2 107;РУБ;кор (2 шт);шт
;;;;;;;
;Вода, напитки, соки, нектары и кисели;;;;;;
;Минеральная газированная вода;;;;;;
УТ-00004611;"Вода минеральная газ. ""Горячий ключ"" 1,5 л (пэт) 6 шт/уп, Россия";;Россия;49;РУБ;кор (6 шт);шт
;Растительные напитки;;;;;;
УТ-00019381;"Напиток кокосовый на рисовой основе ""Barista"" 1,5% 1л, NEMOLOKO, Россия";;Россия;172;РУБ;кор (6 шт);шт
УТ-00019468;Напиток кокосовый с соей BARISTA обогащенный кальцием1л, ALPRO, Россия;;Россия;208;РУБ;кор (12 шт);шт
УТ-00019382;"Напиток миндальный ""Barista"" 1,3% 1л, NEMOLOKO, Россия";;Россия;154;РУБ;кор (6 шт);шт
УТ-00016942;Напиток миндальный BARISTA обогащенный кальцием 1л, ALPRO, Россия;;Россия;226;РУБ;кор (12 шт)  кор (8 шт);шт
